
1)
city_name         | state_name | airport |                   unique_carrier_name                   |   sum
 Pasco/Kennewick/Richland, WA | Seattle, WA        | Denver, CO                | SkyWest Airlines Inc.                                   |   8960
 Pasco/Kennewick/Richland, WA | Seattle, WA        | Grand Junction, CO        | SkyWest Airlines Inc.                                   |     50
 Pensacola, FL                | Orlando, FL        | Denver, CO                | Southwest Airlines Co.                                  |   2450
 Philadelphia, PA             | Philadelphia, PA   | Denver, CO                | American Airlines Inc.                                  |  11439
 Philadelphia, PA             | Philadelphia, PA   | Denver, CO                | Frontier Airlines Inc.                                  |  12300
 Philadelphia, PA             | Philadelphia, PA   | Denver, CO                | Southwest Airlines Co.                                  |  19938
 Philadelphia, PA             | Philadelphia, PA   | Denver, CO                | United Air Lines Inc.                                   |  15570
 Phoenix, AZ                  | Phoenix, AZ        | Colorado Springs, CO      | Allegiant Air                                           |    400
 Phoenix, AZ                  | Phoenix, AZ        | Colorado Springs, CO      | Frontier Airlines Inc.                                  |   4500
 Phoenix, AZ                  | Phoenix, AZ        | Cortez, CO                | Boutique Air                                            |    208
 Phoenix, AZ                  | Phoenix, AZ        | Denver, CO                | American Airlines Inc.                                  |  21478
 Phoenix, AZ                  | Phoenix, AZ        | Denver, CO                | Frontier Airlines Inc.                                  |   9430
 Phoenix, AZ                  | Phoenix, AZ        | Denver, CO                | SkyWest Airlines Inc.                                   |   1670
 Phoenix, AZ                  | Phoenix, AZ        | Denver, CO                | Southwest Airlines Co.                                  |  85702
 Phoenix, AZ                  | Phoenix, AZ        | Denver, CO                | Swift Air, LLC                                          |    358
 Phoenix, AZ                  | Phoenix, AZ        | Denver, CO                | United Air Lines Inc.                                   |  31102
 Phoenix, AZ                  | Phoenix, AZ        | Durango, CO               | SkyWest Airlines Inc.                                   |   4200
 Phoenix, AZ                  | Phoenix, AZ        | Grand Junction, CO        | SkyWest Airlines Inc.                                   |   4130
 Phoenix, AZ                  | Phoenix, AZ        | Montrose/Delta, CO        | Mesa Airlines Inc.                                      |   2249
 Pierre, SD                   | Rapid City, SD     | Denver, CO                | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways |   8750
 Pittsburgh, PA               | Philadelphia, PA   | Denver, CO                | Frontier Airlines Inc.                                  |   4500
 Pittsburgh, PA               | Philadelphia, PA   | Denver, CO                | Southwest Airlines Co.                                  |  18324
 Pittsburgh, PA               | Philadelphia, PA   | Denver, CO                | United Air Lines Inc.                                   |  18102
 Portland, OR                 | Medford, OR        | Denver, CO                | Frontier Airlines Inc.                                  |  12660
 Portland, OR                 | Medford, OR        | Denver, CO                | SkyWest Airlines Inc.                                   |     76
 Portland, OR                 | Medford, OR        | Denver, CO                | Southwest Airlines Co.                                  |  14070
 Portland, OR                 | Medford, OR        | Denver, CO                | United Air Lines Inc.                                   |  47542
 Raleigh/Durham, NC           | CONCORD, NC        | Denver, CO                | American Airlines Inc.                                  |    160
 Raleigh/Durham, NC           | CONCORD, NC        | Denver, CO                | Frontier Airlines Inc.                                  |   5340
 Raleigh/Durham, NC           | CONCORD, NC        | Denver, CO                | Southwest Airlines Co.                                  |  18488
 Raleigh/Durham, NC           | CONCORD, NC        | Denver, CO                | United Air Lines Inc.                                   |  18454
 Rapid City, SD               | Rapid City, SD     | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |   4619
 Rapid City, SD               | Rapid City, SD     | Denver, CO                | SkyWest Airlines Inc.                                   |   4580
 Rapid City, SD               | Rapid City, SD     | Denver, CO                | Trans States Airlines                                   |  10582
 Reno, NV                     | Las Vegas, NV      | Denver, CO                | CFM Inc d/b/a Contour Airlines                          |     16
 Reno, NV                     | Las Vegas, NV      | Denver, CO                | Southwest Airlines Co.                                  |  20936
 Reno, NV                     | Las Vegas, NV      | Denver, CO                | United Air Lines Inc.                                   |  25884
 Richmond, VA                 | Washington, DC     | Denver, CO                | SkyWest Airlines Inc.                                   |    532
 Richmond, VA                 | Washington, DC     | Denver, CO                | United Air Lines Inc.                                   |   6958
 Riverton/Lander, WY          | Casper, WY         | Denver, CO                | Great Lakes Airlines                                    |   7175
 Rochester, NY                | Rochester, NY      | Denver, CO                | Swift Air, LLC                                          |    179
 Rock Springs, WY             | Casper, WY         | Denver, CO                | SkyWest Airlines Inc.                                   |   2750
 Rockford, IL                 | Chicago, IL        | Denver, CO                | United Parcel Service                                   |      0
 Sacramento, CA               | Long Beach, CA     | Denver, CO                | SkyWest Airlines Inc.                                   |   2570
 Sacramento, CA               | Long Beach, CA     | Denver, CO                | Southwest Airlines Co.                                  |  47084
 Sacramento, CA               | Long Beach, CA     | Denver, CO                | United Air Lines Inc.                                   |  27112
 Salina, KS                   | Dodge City, KS     | Denver, CO                | Great Lakes Airlines                                    |   1524
 Salt Lake City, UT           | Salt Lake City, UT | Aspen, CO                 | Avjet Corporation                                       |      8
 Salt Lake City, UT           | Salt Lake City, UT | Aspen, CO                 | SkyWest Airlines Inc.                                   |   1050
 Salt Lake City, UT           | Salt Lake City, UT | Colorado Springs, CO      | American Airlines Inc.                                  |    160
 Salt Lake City, UT           | Salt Lake City, UT | Colorado Springs, CO      | SkyWest Airlines Inc.                                   |   2800
 Salt Lake City, UT           | Salt Lake City, UT | Denver, CO                | Delta Air Lines Inc.                                    |  13367
 Salt Lake City, UT           | Salt Lake City, UT | Denver, CO                | Frontier Airlines Inc.                                  |  16230
 Salt Lake City, UT           | Salt Lake City, UT | Denver, CO                | Republic Airlines                                       |  10862
 Salt Lake City, UT           | Salt Lake City, UT | Denver, CO                | SkyWest Airlines Inc.                                   |  22697
 Salt Lake City, UT           | Salt Lake City, UT | Denver, CO                | Southwest Airlines Co.                                  |  46686
 Salt Lake City, UT           | Salt Lake City, UT | Denver, CO                | United Air Lines Inc.                                   |   7800
 Salt Lake City, UT           | Salt Lake City, UT | Denver, CO                | United Parcel Service                                   |      0
 Salt Lake City, UT           | Salt Lake City, UT | Grand Junction, CO        | SkyWest Airlines Inc.                                   |  12155
 San Antonio, TX              | Dallas, TX         | Denver, CO                | Frontier Airlines Inc.                                  |   4560
 San Antonio, TX              | Dallas, TX         | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |    840
 San Antonio, TX              | Dallas, TX         | Denver, CO                | Republic Airlines                                       |    210
 San Antonio, TX              | Dallas, TX         | Denver, CO                | SkyWest Airlines Inc.                                   |   1596
 San Antonio, TX              | Dallas, TX         | Denver, CO                | Southwest Airlines Co.                                  |  31244
 San Antonio, TX              | Dallas, TX         | Denver, CO                | United Air Lines Inc.                                   |  12876
 San Diego, CA                | Long Beach, CA     | Denver, CO                | Frontier Airlines Inc.                                  |  15330
 San Diego, CA                | Long Beach, CA     | Denver, CO                | SkyWest Airlines Inc.                                   |    210
 San Diego, CA                | Long Beach, CA     | Denver, CO                | Southwest Airlines Co.                                  |  52936
 San Diego, CA                | Long Beach, CA     | Denver, CO                | Spirit Air Lines                                        |   5220
 San Diego, CA                | Long Beach, CA     | Denver, CO                | United Air Lines Inc.                                   |  33272
 San Francisco, CA            | Long Beach, CA     | Aspen, CO                 | SkyWest Airlines Inc.                                   |   1150
 San Francisco, CA            | Long Beach, CA     | Colorado Springs, CO      | Frontier Airlines Inc.                                  |   1200
 San Francisco, CA            | Long Beach, CA     | Colorado Springs, CO      | Miami Air International                                 |    173
 San Francisco, CA            | Long Beach, CA     | Colorado Springs, CO      | Southwest Airlines Co.                                  |    286
 San Francisco, CA            | Long Beach, CA     | Denver, CO                | American Airlines Inc.                                  |    187
 San Francisco, CA            | Long Beach, CA     | Denver, CO                | Delta Air Lines Inc.                                    |    144
 San Francisco, CA            | Long Beach, CA     | Denver, CO                | Federal Express Corporation                             |   1950
 San Francisco, CA            | Long Beach, CA     | Denver, CO                | Frontier Airlines Inc.                                  |  13800
 San Francisco, CA            | Long Beach, CA     | Denver, CO                | SkyWest Airlines Inc.                                   |   3496
 San Francisco, CA            | Long Beach, CA     | Denver, CO                | Southwest Airlines Co.                                  |  95070
 San Francisco, CA            | Long Beach, CA     | Denver, CO                | United Air Lines Inc.                                   | 115580
 San Francisco, CA            | Long Beach, CA     | Denver, CO                | Virgin America                                          |  12560
 San Jose, CA                 | Long Beach, CA     | Aspen, CO                 | SkyWest Airlines Inc.                                   |   1150
 San Jose, CA                 | Long Beach, CA     | Colorado Springs, CO      | Frontier Airlines Inc.                                  |   1200
 San Jose, CA                 | Long Beach, CA     | Colorado Springs, CO      | Miami Air International                                 |    173
 San Jose, CA                 | Long Beach, CA     | Colorado Springs, CO      | Southwest Airlines Co.                                  |    286
 San Jose, CA                 | Long Beach, CA     | Denver, CO                | American Airlines Inc.                                  |    187
 San Jose, CA                 | Long Beach, CA     | Denver, CO                | Delta Air Lines Inc.                                    |    144
 San Jose, CA                 | Long Beach, CA     | Denver, CO                | Federal Express Corporation                             |   1950
 San Jose, CA                 | Long Beach, CA     | Denver, CO                | Frontier Airlines Inc.                                  |  13800
 San Jose, CA                 | Long Beach, CA     | Denver, CO                | SkyWest Airlines Inc.                                   |   3496
 San Jose, CA                 | Long Beach, CA     | Denver, CO                | Southwest Airlines Co.                                  |  95070
 San Jose, CA                 | Long Beach, CA     | Denver, CO                | United Air Lines Inc.                                   | 115580
 San Jose, CA                 | Long Beach, CA     | Denver, CO                | Virgin America                                          |  12560
 San Luis Obispo, CA          | Long Beach, CA     | Denver, CO                | SkyWest Airlines Inc.                                   |   1150
 Santa Ana, CA                | Long Beach, CA     | Aspen, CO                 | SkyWest Airlines Inc.                                   |   4408
 Santa Ana, CA                | Long Beach, CA     | Colorado Springs, CO      | Frontier Airlines Inc.                                  |   1650
 Santa Ana, CA                | Long Beach, CA     | Colorado Springs, CO      | SkyWest Airlines Inc.                                   |   3702
 Santa Ana, CA                | Long Beach, CA     | Denver, CO                | American Airlines Inc.                                  |  11742
 Santa Ana, CA                | Long Beach, CA     | Denver, CO                | Frontier Airlines Inc.                                  |  24370
 Santa Ana, CA                | Long Beach, CA     | Denver, CO                | JetBlue Airways                                         |    150
 Santa Ana, CA                | Long Beach, CA     | Denver, CO                | SkyWest Airlines Inc.                                   |  26330
 Santa Ana, CA                | Long Beach, CA     | Denver, CO                | Southwest Airlines Co.                                  | 154476
 Santa Ana, CA                | Long Beach, CA     | Denver, CO                | Spirit Air Lines                                        |  10620
 Santa Ana, CA                | Long Beach, CA     | Denver, CO                | United Air Lines Inc.                                   | 125662
 Santa Ana, CA                | Long Beach, CA     | Denver, CO                | United Parcel Service                                   |    150
 Santa Ana, CA                | Long Beach, CA     | Durango, CO               | SkyWest Airlines Inc.                                   |    200
 Santa Ana, CA                | Long Beach, CA     | Eagle, CO                 | Avjet Corporation                                       |     16
 Santa Ana, CA                | Long Beach, CA     | Grand Junction, CO        | Allegiant Air                                           |   1494
 Santa Ana, CA                | Long Beach, CA     | Grand Junction, CO        | Compass Airlines                                        |    304
 Santa Ana, CA                | Long Beach, CA     | Grand Junction, CO        | SkyWest Airlines Inc.                                   |    150
 Santa Barbara, CA            | Long Beach, CA     | Denver, CO                | SkyWest Airlines Inc.                                   |   2776
 Santa Barbara, CA            | Long Beach, CA     | Denver, CO                | United Air Lines Inc.                                   |   8176
 Santa Fe, NM                 | Albuquerque, NM    | Denver, CO                | Trans States Airlines                                   |   3000
 Scottsbluff, NE              | Scottsbluff, NE    | Denver, CO                | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways |     50
 Scottsbluff, NE              | Scottsbluff, NE    | Denver, CO                | Peninsula Airways Inc.                                  |   1320
 Scottsbluff, NE              | Scottsbluff, NE    | Denver, CO                | Trans States Airlines                                   |     50
 Scottsbluff, NE              | Scottsbluff, NE    | Denver, CO                | United Air Lines Inc.                                   |    256
 Seattle, WA                  | Seattle, WA        | Colorado Springs, CO      | Alaska Airlines Inc.                                    |    178
 Seattle, WA                  | Seattle, WA        | Colorado Springs, CO      | Horizon Air                                             |   1140
 Seattle, WA                  | Seattle, WA        | Colorado Springs, CO      | SkyWest Airlines Inc.                                   |    750
 Seattle, WA                  | Seattle, WA        | Denver, CO                | Alaska Airlines Inc.                                    |  27335
 Seattle, WA                  | Seattle, WA        | Denver, CO                | Delta Air Lines Inc.                                    |   6450
 Seattle, WA                  | Seattle, WA        | Denver, CO                | Frontier Airlines Inc.                                  |  11400
 Seattle, WA                  | Seattle, WA        | Denver, CO                | SkyWest Airlines Inc.                                   |  14157
 Seattle, WA                  | Seattle, WA        | Denver, CO                | Southwest Airlines Co.                                  |  41738
 Seattle, WA                  | Seattle, WA        | Denver, CO                | United Air Lines Inc.                                   |  30176
 Shreveport, LA               | New Orleans, LA    | Denver, CO                | SkyWest Airlines Inc.                                   |   1976
 Shreveport, LA               | New Orleans, LA    | Denver, CO                | Trans States Airlines                                   |    150
 Sioux Falls, SD              | Rapid City, SD     | Denver, CO                | Frontier Airlines Inc.                                  |   4320
 Sioux Falls, SD              | Rapid City, SD     | Denver, CO                | SkyWest Airlines Inc.                                   |   3548
 Sioux Falls, SD              | Rapid City, SD     | Denver, CO                | Trans States Airlines                                   |    350
 Sioux Falls, SD              | Rapid City, SD     | Denver, CO                | United Air Lines Inc.                                   |  19204
 Spokane, WA                  | Seattle, WA        | Denver, CO                | SkyWest Airlines Inc.                                   |    280
 Spokane, WA                  | Seattle, WA        | Denver, CO                | Southwest Airlines Co.                                  |  18018
 Spokane, WA                  | Seattle, WA        | Denver, CO                | United Air Lines Inc.                                   |  28876
 Springfield, MO              | St. Louis, MO      | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |   1540
 Springfield, MO              | St. Louis, MO      | Denver, CO                | SkyWest Airlines Inc.                                   |   3490
 Springfield, MO              | St. Louis, MO      | Denver, CO                | Trans States Airlines                                   |      0
 St. George, UT               | Salt Lake City, UT | Colorado Springs, CO      | SkyWest Airlines Inc.                                   |     50
 St. George, UT               | Salt Lake City, UT | Denver, CO                | SkyWest Airlines Inc.                                   |   2900
 St. Louis, MO                | St. Louis, MO      | Denver, CO                | Frontier Airlines Inc.                                  |  10830
 St. Louis, MO                | St. Louis, MO      | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |   8723
 St. Louis, MO                | St. Louis, MO      | Denver, CO                | Republic Airlines                                       |    715
 St. Louis, MO                | St. Louis, MO      | Denver, CO                | SkyWest Airlines Inc.                                   |    760
 St. Louis, MO                | St. Louis, MO      | Denver, CO                | Southwest Airlines Co.                                  |  49580
 St. Louis, MO                | St. Louis, MO      | Denver, CO                | Trans States Airlines                                   |   5888
 St. Louis, MO                | St. Louis, MO      | Denver, CO                | United Air Lines Inc.                                   |   6964
 St. Louis, MO                | St. Louis, MO      | Eagle, CO                 | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways |     50
 Sugar Land, TX               | Dallas, TX         | Aspen, CO                 | Jet Aviation Flight Services, Inc.                      |      8
 Tampa, FL                    | Orlando, FL        | Denver, CO                | Frontier Airlines Inc.                                  |   7080
 Tampa, FL                    | Orlando, FL        | Denver, CO                | Southwest Airlines Co.                                  |  17260
 Tampa, FL                    | Orlando, FL        | Denver, CO                | United Air Lines Inc.                                   |  21788
 Tucson, AZ                   | Phoenix, AZ        | Denver, CO                | SkyWest Airlines Inc.                                   |  11860
 Tucson, AZ                   | Phoenix, AZ        | Denver, CO                | Southwest Airlines Co.                                  |  20744
 Tucson, AZ                   | Phoenix, AZ        | Denver, CO                | Trans States Airlines                                   |    150
 Tucson, AZ                   | Phoenix, AZ        | Denver, CO                | United Air Lines Inc.                                   |   1792
 Tulsa, OK                    | Oklahoma City, OK  | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |   3383
 Tulsa, OK                    | Oklahoma City, OK  | Denver, CO                | Republic Airlines                                       |   1755
 Tulsa, OK                    | Oklahoma City, OK  | Denver, CO                | SkyWest Airlines Inc.                                   |   1980
 Tulsa, OK                    | Oklahoma City, OK  | Denver, CO                | Southwest Airlines Co.                                  |  20202
 Tulsa, OK                    | Oklahoma City, OK  | Denver, CO                | Swift Air, LLC                                          |    179
 Tulsa, OK                    | Oklahoma City, OK  | Denver, CO                | Trans States Airlines                                   |    500
 Tulsa, OK                    | Oklahoma City, OK  | Denver, CO                | United Air Lines Inc.                                   |  10160
 Vernal, UT                   | Salt Lake City, UT | Denver, CO                | Boutique Air                                            |    416
 Washington, DC               | Washington, DC     | Colorado Springs, CO      | SkyWest Airlines Inc.                                   |     76
 Washington, DC               | Washington, DC     | Denver, CO                | Frontier Airlines Inc.                                  |  19496
 Washington, DC               | Washington, DC     | Denver, CO                | Southwest Airlines Co.                                  |  68262
 Washington, DC               | Washington, DC     | Denver, CO                | United Air Lines Inc.                                   |  63208
 Wendover, UT                 | Salt Lake City, UT | Grand Junction, CO        | Swift Air, LLC                                          |    179
 Wichita, KS                  | Dodge City, KS     | Denver, CO                | GoJet Airlines LLC d/b/a United Express                 |   1750
 Wichita, KS                  | Dodge City, KS     | Denver, CO                | Republic Airlines                                       |     76
 Wichita, KS                  | Dodge City, KS     | Denver, CO                | SkyWest Airlines Inc.                                   |   4144
 Wichita, KS                  | Dodge City, KS     | Denver, CO                | Trans States Airlines                                   |    200
 Wichita, KS                  | Dodge City, KS     | Denver, CO                | United Air Lines Inc.                                   |  22332
 Williston, ND                | Dickinson, ND      | Denver, CO                | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways |    150
 Williston, ND                | Dickinson, ND      | Denver, CO                | SkyWest Airlines Inc.                                   |   1976
 Williston, ND                | Dickinson, ND      | Denver, CO                | Trans States Airlines                                   |   2950
(604 rows)

4)

 origincity       |    originstates    |           unique_carrier_name
-----------------------+--------------------+-----------------------------------------
 Burbank, CA           | Long Beach, CA     | United Air Lines Inc.
 Dallas, TX            | Dallas, TX         | Mesa Airlines Inc.
 Dallas/Fort Worth, TX | Dallas, TX         | Mesa Airlines Inc.
 Denver, CO            | Denver, CO         | American Airlines Inc.
 Denver, CO            | Denver, CO         | Delta Air Lines Inc.
 Denver, CO            | Denver, CO         | GoJet Airlines LLC d/b/a United Express
 Denver, CO            | Denver, CO         | SkyWest Airlines Inc.
 Denver, CO            | Denver, CO         | Southwest Airlines Co.
 Denver, CO            | Denver, CO         | United Air Lines Inc.
 Hartford, CT          | Hartford, CT       | United Air Lines Inc.
 Houston, TX           | Dallas, TX         | United Air Lines Inc.
 Kansas City, MO       | St. Louis, MO      | United Air Lines Inc.
 Long Beach, CA        | Long Beach, CA     | United Air Lines Inc.
 Los Angeles, CA       | Long Beach, CA     | United Air Lines Inc.
 Minneapolis, MN       | Minneapolis, MN    | Delta Air Lines Inc.
 Omaha, NE             | Scottsbluff, NE    | United Air Lines Inc.
 Ontario, CA           | Long Beach, CA     | United Air Lines Inc.
 Raleigh/Durham, NC    | CONCORD, NC        | American Airlines Inc.
 Salt Lake City, UT    | Salt Lake City, UT | United Air Lines Inc.
 Santa Ana, CA         | Long Beach, CA     | United Air Lines Inc.
 Spokane, WA           | Seattle, WA        | United Air Lines Inc.
 St. Louis, MO         | St. Louis, MO      | United Air Lines Inc.
 Tampa, FL             | Orlando, FL        | United Air Lines Inc.
(23 rows)
